CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
772407333,Attrited Customer,41.0,F,3,Unknown,Married,Less than $40K,Blue,30.0,5,3,3,1654.0,0.0,1654.0,0.329,1730.0,30,0.364,0.0
778356408,Existing Customer,51.0,F,3,College,Divorced,$40K - $60K,Blue,31.0,6,2,2,2768.0,1329.0,1439.0,0.699,4275.0,78,0.814,0.48
716791908,Existing Customer,43.0,M,1,College,Married,$80K - $120K,Blue,23.0,5,2,1,14566.0,1045.0,13521.0,0.417,4480.0,77,0.791,0.072
757761033,Existing Customer,35.0,F,3,Graduate,Single,$40K - $60K,Blue,28.0,5,6,2,3250.0,1560.0,1690.0,0.634,4673.0,73,0.698,0.48
758186433,Existing Customer,37.0,F,1,Uneducated,Single,Less than $40K,Blue,30.0,3,2,3,2353.0,1095.0,1258.0,0.941,5038.0,84,0.75,0.465
786546783,Existing Customer,59.0,F,0,College,Married,$40K - $60K,Blue,53.0,3,2,0,1438.3,0.0,1438.3,0.896,4457.0,79,0.927,0.0
789634983,Existing Customer,59.0,M,1,Graduate,Married,$40K - $60K,Blue,53.0,5,1,2,4188.0,2200.0,1988.0,0.867,4911.0,86,0.72,0.525
720654183,Attrited Customer,45.0,M,4,Graduate,Married,$80K - $120K,Blue,35.0,2,3,3,23542.0,1307.0,22235.0,0.462,2152.0,46,0.438,0.056
715880283,Existing Customer,57.0,M,1,High School,Single,$120K +,Blue,47.0,4,4,2,9272.0,982.0,8290.0,0.651,4649.0,89,0.816,0.106
719990358,Existing Customer,36.0,F,3,High School,Married,Less than $40K,Blue,28.0,3,1,1,1967.0,0.0,1967.0,0.73,4620.0,77,0.878,0.0
779348358,Attrited Customer,52.0,F,1,Uneducated,Single,Less than $40K,Blue,37.0,5,3,4,1717.0,0.0,1717.0,1.028,3004.0,46,0.586,0.0
715130808,Existing Customer,45.0,M,3,Graduate,Single,$60K - $80K,Silver,34.0,5,1,1,34516.0,1664.0,32852.0,0.73,4912.0,80,0.739,0.048
713818158,Existing Customer,50.0,M,1,Doctorate,Single,$80K - $120K,Blue,41.0,5,4,2,5068.0,991.0,4077.0,0.736,5173.0,64,0.6,0.196
709728183,Existing Customer,46.0,F,3,College,Married,Less than $40K,Blue,39.0,3,2,3,1438.3,0.0,1438.3,0.786,4370.0,79,0.795,0.0
715797783,Existing Customer,55.0,F,1,Uneducated,Divorced,$40K - $60K,Blue,47.0,3,2,3,2697.0,1863.0,834.0,0.735,4615.0,81,0.688,0.691
710879283,Existing Customer,51.0,M,1,High School,Married,Less than $40K,Blue,41.0,3,4,3,1438.3,0.0,1438.3,0.623,4312.0,81,0.723,0.0
827051808,Attrited Customer,44.0,F,0,College,Married,Less than $40K,Blue,40.0,5,4,2,7499.0,1083.0,6416.0,0.716,2478.0,45,0.667,0.144
710484408,Attrited Customer,39.0,M,4,Post-Graduate,Married,$120K +,Blue,29.0,6,3,3,8700.0,1742.0,6958.0,0.454,2306.0,50,0.613,0.2
817108083,Attrited Customer,55.0,M,3,Unknown,Single,$60K - $80K,Blue,35.0,3,3,3,14266.0,1341.0,12925.0,0.309,1625.0,34,0.36,0.094
715995933,Existing Customer,,M,0,Graduate,Single,$120K +,Blue,36.0,6,2,1,2692.0,1631.0,1061.0,0.99,4619.0,83,0.694,0.606
713567958,Existing Customer,54.0,F,3,College,Single,Less than $40K,Blue,36.0,4,4,2,2957.0,1408.0,1549.0,0.667,4280.0,82,0.783,0.476
779118708,Existing Customer,50.0,F,2,Unknown,Single,Less than $40K,Blue,32.0,4,3,1,1438.3,0.0,1438.3,0.815,4598.0,78,0.902,0.0
721484283,Existing Customer,51.0,F,3,High School,Married,Less than $40K,Blue,36.0,4,2,1,3007.0,2517.0,,0.733,4985.0,84,1.0,0.837
708817608,Existing Customer,41.0,F,3,High School,Married,Unknown,Blue,24.0,3,1,1,3427.0,1419.0,2008.0,0.685,4218.0,74,0.805,0.414
789231858,Existing Customer,59.0,M,1,Unknown,Married,$60K - $80K,Blue,48.0,5,3,3,1438.3,642.0,796.3,0.926,5177.0,79,0.646,0.446
788661408,Existing Customer,47.0,F,3,Uneducated,Married,Less than $40K,Blue,33.0,4,5,2,2990.0,890.0,2100.0,0.711,4757.0,79,0.837,0.298
813449508,Attrited Customer,61.0,M,0,Graduate,Married,$60K - $80K,Blue,56.0,6,2,3,9918.0,850.0,9068.0,0.688,2485.0,40,0.29,0.086
789925833,Existing Customer,50.0,F,2,High School,Married,Unknown,Blue,41.0,3,1,1,8159.0,2277.0,5882.0,0.749,4402.0,64,0.684,0.279
709296558,Existing Customer,53.0,M,2,Graduate,Single,$120K +,Blue,36.0,3,2,2,18551.0,1434.0,17117.0,1.149,5364.0,90,0.765,0.077
780180033,Existing Customer,31.0,F,0,Graduate,Married,Less than $40K,Blue,20.0,5,1,1,1438.3,0.0,1438.3,0.689,4397.0,86,0.755,0.0
713474733,Attrited Customer,51.0,M,2,Graduate,Single,$80K - $120K,Blue,31.0,5,3,2,1438.3,327.0,1111.3,0.528,1783.0,40,0.481,0.227
771527508,Existing Customer,60.0,M,2,Graduate,Single,$60K - $80K,Blue,48.0,3,4,1,10886.0,1145.0,9741.0,0.749,3488.0,66,0.535,0.105
709614333,Existing Customer,59.0,F,0,High School,Single,Unknown,Blue,36.0,4,3,1,10457.0,2148.0,8309.0,0.737,4649.0,74,0.947,0.205
767005683,Existing Customer,60.0,M,0,Unknown,Single,$40K - $60K,Blue,46.0,6,2,1,1781.0,1551.0,230.0,0.722,3527.0,66,0.61,0.871
718686558,Existing Customer,50.0,M,2,Unknown,Married,$120K +,Blue,43.0,3,2,1,34516.0,1156.0,33360.0,0.633,3974.0,65,0.585,0.033
715655283,Existing Customer,42.0,F,3,Graduate,Married,Less than $40K,Blue,33.0,6,3,3,2363.0,1495.0,868.0,0.531,4420.0,65,0.711,0.633
819631158,Existing Customer,54.0,F,4,Post-Graduate,Married,Less than $40K,Blue,49.0,3,3,2,2802.0,2219.0,583.0,0.796,5924.0,88,0.63,0.792
710866758,Existing Customer,42.0,F,4,High School,Married,Less than $40K,Blue,31.0,5,1,2,1640.0,888.0,752.0,0.715,4074.0,73,0.872,0.541
790119408,Attrited Customer,48.0,F,3,Uneducated,Married,Less than $40K,Blue,41.0,5,3,2,4960.0,0.0,4960.0,0.882,2430.0,48,0.548,0.0
771332283,Existing Customer,50.0,M,4,Graduate,Married,$80K - $120K,Blue,38.0,5,1,3,4601.0,2517.0,2084.0,0.775,5056.0,80,0.778,0.547
771408483,Existing Customer,48.0,M,5,Unknown,Unknown,$60K - $80K,Blue,36.0,4,1,2,4100.0,1956.0,2144.0,0.617,3584.0,61,0.743,0.477
811912608,Existing Customer,52.0,F,3,Graduate,Married,$40K - $60K,Blue,47.0,3,2,0,2741.0,1639.0,1102.0,0.644,5077.0,87,0.74,0.598
708684108,Attrited Customer,46.0,F,4,Graduate,Married,$40K - $60K,Blue,34.0,5,3,1,4152.0,1446.0,2706.0,0.826,2218.0,30,0.304,0.348
768638208,Existing Customer,50.0,F,2,Uneducated,Married,Less than $40K,Blue,44.0,3,1,2,3386.0,2517.0,869.0,0.743,4890.0,65,0.667,0.743
803115258,Attrited Customer,62.0,M,0,College,Unknown,$40K - $60K,Blue,56.0,2,6,2,3477.0,0.0,3477.0,0.436,2113.0,40,0.739,0.0
708869283,Existing Customer,50.0,M,4,High School,Married,$80K - $120K,Blue,41.0,6,3,3,23209.0,1308.0,21901.0,0.498,3530.0,71,0.578,0.056
720892833,Existing Customer,50.0,F,3,Graduate,Married,$40K - $60K,Blue,39.0,5,3,2,12610.0,1123.0,11487.0,0.853,4199.0,67,0.595,0.089
709762008,Existing Customer,48.0,F,4,High School,Married,Less than $40K,Blue,38.0,5,1,1,2090.0,793.0,1297.0,0.64,4619.0,78,0.733,0.379
708600033,Existing Customer,46.0,M,2,Graduate,Married,$40K - $60K,Blue,39.0,4,3,1,1610.0,0.0,1610.0,0.689,4958.0,87,0.776,0.0
708736608,Attrited Customer,40.0,M,3,Graduate,Married,$120K +,Blue,,5,3,2,2269.0,0.0,2269.0,0.572,2108.0,39,0.56,0.0
713047608,Attrited Customer,40.0,F,2,College,Unknown,Less than $40K,Blue,36.0,6,1,3,2387.0,2013.0,374.0,0.449,2134.0,41,0.952,0.843
711717258,Existing Customer,54.0,F,3,Graduate,Single,$40K - $60K,Blue,39.0,3,4,1,4036.0,1329.0,2707.0,0.738,5315.0,82,0.708,0.329
711886383,Attrited Customer,54.0,F,5,High School,Married,Unknown,Blue,44.0,5,3,3,5342.0,605.0,4737.0,0.691,2426.0,46,0.394,0.113
713058858,Attrited Customer,54.0,F,2,Graduate,Unknown,Less than $40K,Blue,46.0,5,3,2,1695.0,913.0,782.0,0.449,2130.0,48,0.5,0.539
713993208,Existing Customer,37.0,F,3,Doctorate,Married,Less than $40K,Blue,36.0,3,5,2,1438.3,0.0,1438.3,0.861,4314.0,82,0.864,0.0
717855933,Existing Customer,38.0,F,2,High School,Married,$40K - $60K,Blue,27.0,3,2,3,1776.0,1586.0,190.0,0.798,4350.0,71,0.868,0.893
713436183,Existing Customer,42.0,F,3,High School,Married,$40K - $60K,Blue,29.0,4,3,2,5640.0,0.0,5640.0,0.77,4739.0,80,0.86,0.0
778360608,Existing Customer,42.0,F,1,College,Divorced,Less than $40K,Blue,22.0,5,3,2,2403.0,1105.0,1298.0,0.735,4186.0,77,0.711,0.46
710914158,Existing Customer,45.0,F,4,College,Married,Less than $40K,Blue,36.0,5,1,2,3349.0,2517.0,832.0,0.786,4405.0,55,1.391,0.752
714789033,Attrited Customer,54.0,F,1,Graduate,Married,Less than $40K,Blue,50.0,3,3,3,3173.0,2517.0,656.0,0.619,2763.0,51,0.821,0.793
809811858,Attrited Customer,43.0,M,5,High School,Unknown,$80K - $120K,Blue,38.0,3,3,2,1504.0,0.0,1504.0,0.987,2530.0,43,0.344,0.0
826709658,Attrited Customer,45.0,F,3,Graduate,Divorced,$40K - $60K,Blue,41.0,1,3,3,1477.0,0.0,1477.0,0.768,2214.0,43,0.654,0.0
752648883,Existing Customer,49.0,F,2,College,Single,Less than $40K,Blue,41.0,6,3,1,2018.0,1366.0,652.0,0.964,4842.0,69,0.5,0.677
715771608,Existing Customer,41.0,M,3,Graduate,Married,$120K +,Silver,36.0,3,3,2,34516.0,1453.0,33063.0,0.357,4147.0,76,0.949,0.042
719061933,Existing Customer,44.0,F,4,Graduate,Married,Unknown,Blue,34.0,6,4,2,2105.0,0.0,2105.0,0.656,4190.0,67,0.914,0.0
792345258,Existing Customer,46.0,F,2,Uneducated,Divorced,Unknown,Blue,40.0,5,2,3,20080.0,0.0,20080.0,0.56,4620.0,70,0.667,0.0
711765708,Existing Customer,39.0,F,1,Graduate,Unknown,Less than $40K,Blue,36.0,3,4,1,6690.0,1912.0,4778.0,0.609,3875.0,60,0.538,0.286
783393633,Existing Customer,46.0,M,3,Graduate,Unknown,$80K - $120K,Blue,37.0,6,4,3,1530.0,0.0,1530.0,0.635,4256.0,78,0.773,0.0
779667408,Existing Customer,58.0,M,1,Post-Graduate,Single,$80K - $120K,Blue,41.0,4,2,1,2915.0,1494.0,1421.0,0.861,4235.0,73,0.825,0.513
805461783,Existing Customer,47.0,F,3,Graduate,Divorced,Less than $40K,Blue,42.0,3,4,0,1438.3,0.0,1438.3,0.635,4735.0,87,0.673,0.0
719098308,Attrited Customer,56.0,F,2,High School,Single,Less than $40K,Blue,42.0,5,4,2,2423.0,268.0,2155.0,0.804,2516.0,59,0.639,0.111
771433608,Existing Customer,54.0,M,4,Uneducated,Single,$80K - $120K,Blue,42.0,5,2,2,11742.0,0.0,11742.0,0.621,4053.0,70,0.556,0.0
825811158,Existing Customer,51.0,F,2,High School,Single,Less than $40K,Blue,47.0,5,2,3,3069.0,2517.0,552.0,0.73,4512.0,83,0.766,0.82
715252383,Existing Customer,58.0,F,2,High School,Divorced,Unknown,Gold,36.0,5,4,3,34516.0,1864.0,32652.0,0.664,3595.0,52,0.733,0.054
809092458,Existing Customer,36.0,F,4,Uneducated,Married,$40K - $60K,Blue,31.0,5,2,3,2517.0,1336.0,1181.0,0.755,5211.0,83,0.804,0.531
713706258,Existing Customer,52.0,F,1,Unknown,Single,Less than $40K,Blue,43.0,6,2,1,1438.3,773.0,665.3,1.138,4890.0,63,0.909,0.537
714693708,Existing Customer,45.0,F,3,Graduate,Married,$40K - $60K,Blue,36.0,3,3,1,2216.0,1992.0,224.0,0.789,4103.0,77,0.711,0.899
721072908,Existing Customer,51.0,M,0,Doctorate,Single,$60K - $80K,Blue,36.0,6,2,3,3232.0,1346.0,1886.0,0.697,5102.0,69,0.643,0.416
716675358,Existing Customer,54.0,F,1,College,Single,Less than $40K,Blue,41.0,5,2,2,3478.0,941.0,2537.0,0.711,4607.0,83,0.93,0.271
708128733,Existing Customer,50.0,F,3,Post-Graduate,Single,Unknown,Blue,36.0,5,4,3,1814.0,0.0,1814.0,0.852,5014.0,99,0.623,0.0
711392508,Existing Customer,37.0,F,2,Graduate,Married,Less than $40K,Blue,25.0,4,2,1,1438.3,0.0,1438.3,0.741,4513.0,75,0.744,0.0
771420708,Existing Customer,42.0,F,4,Unknown,Single,Less than $40K,Blue,30.0,3,2,1,1446.0,621.0,825.0,0.826,4860.0,68,0.7,0.429
721207908,Existing Customer,47.0,F,5,High School,Single,Less than $40K,Blue,37.0,5,2,3,1493.0,0.0,1493.0,0.605,4655.0,95,0.638,0.0
715798608,Existing Customer,45.0,F,4,Graduate,Married,$40K - $60K,Blue,34.0,4,4,2,4244.0,1066.0,3178.0,0.606,4016.0,89,0.854,0.251
716758008,Existing Customer,40.0,M,5,High School,Single,$40K - $60K,Blue,20.0,5,2,1,2984.0,1879.0,1105.0,0.675,4813.0,83,0.729,0.63
714847983,Existing Customer,48.0,M,3,Unknown,Single,$80K - $120K,Blue,36.0,3,4,2,2713.0,2201.0,512.0,0.716,4220.0,79,0.612,0.811
716975583,Existing Customer,42.0,F,2,Unknown,Single,$40K - $60K,Blue,34.0,4,4,3,2471.0,1658.0,813.0,0.682,4406.0,62,0.676,0.671
804434058,Existing Customer,47.0,M,1,College,Married,$60K - $80K,Silver,42.0,6,4,2,27437.0,0.0,27437.0,0.872,4660.0,79,0.681,0.0
714293358,Existing Customer,54.0,F,4,College,Single,Less than $40K,Blue,46.0,3,2,1,4166.0,989.0,3177.0,0.967,4584.0,70,1.258,0.237
710989008,Existing Customer,38.0,M,1,Graduate,Unknown,$40K - $60K,Blue,27.0,5,6,0,13100.0,1436.0,11664.0,0.519,3201.0,78,0.5,0.11
757194408,Attrited Customer,43.0,M,3,College,Married,$60K - $80K,Blue,36.0,2,3,3,1438.3,0.0,1438.3,0.539,1707.0,38,1.111,0.0
711459483,Existing Customer,43.0,F,3,High School,Unknown,Less than $40K,Blue,36.0,6,2,3,2242.0,0.0,2242.0,0.658,4845.0,66,0.941,0.0
762020133,Attrited Customer,37.0,F,3,High School,Married,Unknown,Blue,30.0,3,3,3,9874.0,0.0,9874.0,0.491,2446.0,47,0.567,0.0
719256483,Existing Customer,41.0,F,4,High School,Single,$40K - $60K,Blue,30.0,5,3,3,4432.0,1335.0,3097.0,0.714,4144.0,79,0.756,0.301
717211608,Existing Customer,45.0,F,3,Unknown,Single,Less than $40K,Blue,34.0,6,4,2,4975.0,1221.0,3754.0,0.602,4776.0,68,0.889,0.245
717125958,Existing Customer,49.0,F,3,Unknown,Married,Less than $40K,Blue,38.0,6,5,1,2652.0,1581.0,1071.0,0.738,4747.0,80,0.778,0.596
779261433,Existing Customer,54.0,F,2,Graduate,Single,Less than $40K,Blue,36.0,3,1,2,2043.0,1597.0,446.0,0.814,3553.0,61,0.694,0.782
780720258,Attrited Customer,45.0,M,4,High School,Divorced,Less than $40K,Blue,34.0,4,2,3,3489.0,2517.0,972.0,0.721,2684.0,39,0.56,0.721
715593783,Existing Customer,52.0,M,1,Unknown,Married,$80K - $120K,Blue,36.0,4,2,2,14858.0,1594.0,13264.0,0.51,4286.0,72,0.636,0.107
770858283,Existing Customer,40.0,F,4,High School,Married,$40K - $60K,Blue,27.0,5,2,2,2822.0,2182.0,640.0,0.768,5371.0,93,0.824,0.773
718570158,Existing Customer,54.0,F,4,College,Single,Less than $40K,Blue,44.0,3,3,2,2901.0,2517.0,384.0,0.608,4731.0,83,0.804,0.868
711039633,Existing Customer,52.0,F,4,Post-Graduate,Married,Less than $40K,Blue,36.0,5,3,3,1594.0,0.0,1594.0,0.472,4653.0,65,0.667,0.0
714074808,Existing Customer,58.0,F,0,High School,Married,Less than $40K,Blue,36.0,3,3,1,2241.0,1670.0,571.0,0.704,4653.0,75,0.63,0.745
710439483,Existing Customer,51.0,F,2,Graduate,Single,Less than $40K,Blue,39.0,3,4,2,2581.0,1722.0,859.0,0.765,4431.0,79,0.717,0.667
717516333,Existing Customer,40.0,M,2,Graduate,Married,$120K +,Blue,33.0,6,4,1,14713.0,905.0,13808.0,0.817,4125.0,82,0.822,0.062
788835408,Attrited Customer,49.0,F,3,Unknown,Married,Less than $40K,Blue,33.0,6,3,3,2910.0,0.0,2910.0,0.789,2648.0,41,0.464,0.0
716414958,Existing Customer,39.0,F,3,High School,Single,Unknown,Blue,36.0,3,3,3,2366.0,1927.0,439.0,0.631,3659.0,66,0.833,0.814
712327608,Attrited Customer,54.0,F,0,Doctorate,Single,Less than $40K,Blue,36.0,4,3,2,2708.0,0.0,2708.0,0.673,2321.0,45,0.552,0.0
796326483,Existing Customer,42.0,M,3,High School,Married,$80K - $120K,Blue,36.0,5,4,3,1681.0,0.0,1681.0,0.994,5416.0,82,0.952,0.0
714146208,Existing Customer,40.0,F,4,Unknown,Single,Less than $40K,Blue,32.0,6,1,1,2594.0,2159.0,435.0,0.792,3872.0,71,0.511,0.832
779166783,Existing Customer,41.0,F,4,Unknown,Single,$40K - $60K,Blue,31.0,5,1,2,2128.0,1383.0,745.0,0.679,3968.0,81,0.761,0.65
720818658,Existing Customer,50.0,F,1,Uneducated,Married,Less than $40K,Blue,38.0,3,3,3,1438.3,0.0,1438.3,0.679,4594.0,86,0.72,0.0
712982808,Attrited Customer,47.0,M,2,Doctorate,Divorced,$80K - $120K,Blue,32.0,1,3,3,1438.3,0.0,1438.3,0.454,2388.0,42,0.5,0.0
718657083,Existing Customer,46.0,M,3,High School,Married,$60K - $80K,Blue,36.0,4,3,1,4696.0,0.0,4696.0,0.732,4828.0,62,1.583,0.0
715222533,Attrited Customer,52.0,F,3,Graduate,Married,Less than $40K,Blue,36.0,5,3,3,2566.0,1079.0,1487.0,0.554,2340.0,36,0.5,0.42
718187508,Existing Customer,53.0,F,2,Unknown,Married,Unknown,Blue,36.0,3,4,3,2592.0,1364.0,1228.0,0.679,4208.0,68,0.7,0.526
802455633,Existing Customer,56.0,F,1,Unknown,Single,Less than $40K,Blue,50.0,4,4,1,1698.0,0.0,1698.0,0.847,4371.0,74,0.897,0.0
714493983,Existing Customer,57.0,F,2,Graduate,Married,$40K - $60K,Blue,47.0,5,2,2,4682.0,1010.0,3672.0,0.638,4322.0,83,0.694,0.216
780664758,Existing Customer,56.0,F,2,Uneducated,Married,$40K - $60K,Blue,44.0,6,1,2,4439.0,1513.0,2926.0,0.752,4532.0,95,0.696,0.341
718466883,Existing Customer,34.0,F,1,Uneducated,Single,Less than $40K,Blue,25.0,6,1,2,2689.0,1618.0,1071.0,0.587,4237.0,79,0.681,0.602
771338658,Existing Customer,46.0,M,2,High School,Married,$80K - $120K,Blue,30.0,6,3,1,11670.0,915.0,10755.0,0.892,4277.0,89,0.854,0.078
709052883,Existing Customer,47.0,F,4,High School,Single,$40K - $60K,Blue,36.0,3,1,1,1596.0,0.0,1596.0,0.788,5678.0,81,0.8,0.0
708373083,Attrited Customer,40.0,F,4,Unknown,Married,$40K - $60K,Blue,30.0,1,3,4,3356.0,2517.0,839.0,0.583,2032.0,39,0.147,0.75
716157408,Existing Customer,53.0,M,0,High School,Married,$60K - $80K,Blue,46.0,4,4,2,1590.0,0.0,1590.0,0.556,4229.0,73,1.086,0.0
713305233,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Blue,46.0,5,5,2,4994.0,0.0,4994.0,0.717,4802.0,81,0.761,0.0
713000058,Existing Customer,51.0,F,3,Graduate,Married,$40K - $60K,Silver,44.0,4,2,3,16406.0,0.0,16406.0,0.627,4075.0,75,0.63,0.0
714909858,Existing Customer,52.0,F,2,Unknown,Married,Less than $40K,Blue,36.0,6,3,1,2451.0,1733.0,718.0,0.724,5283.0,90,0.698,0.707
804371733,Existing Customer,40.0,M,2,Uneducated,Married,$80K - $120K,Blue,29.0,5,2,3,9109.0,1347.0,7762.0,0.695,3991.0,84,0.867,0.148
772846383,Existing Customer,45.0,F,1,Unknown,Single,Less than $40K,Blue,36.0,3,4,1,2632.0,1480.0,1152.0,0.588,4787.0,89,0.679,0.562
712552608,Attrited Customer,46.0,F,3,Graduate,Married,Less than $40K,Blue,34.0,3,3,1,1438.3,0.0,1438.3,0.714,2658.0,43,0.654,0.0
719887008,Existing Customer,38.0,F,3,Graduate,Married,Less than $40K,Blue,36.0,5,4,3,1757.0,1352.0,405.0,0.879,4121.0,81,0.421,0.769
773342808,Existing Customer,46.0,F,1,Unknown,Single,Less than $40K,Blue,40.0,6,4,3,2711.0,1793.0,918.0,0.681,5084.0,79,0.717,0.661
708375858,Existing Customer,47.0,F,4,High School,Divorced,Less than $40K,Blue,36.0,5,4,2,2776.0,1341.0,1435.0,0.744,4318.0,68,0.943,0.483
789417708,Existing Customer,44.0,F,2,Uneducated,Married,$40K - $60K,Blue,35.0,3,2,1,1438.3,1091.0,347.3,0.702,4988.0,90,0.731,0.759
794675058,Attrited Customer,36.0,M,3,Graduate,Married,$80K - $120K,Blue,21.0,5,3,2,5015.0,1963.0,3052.0,0.881,2491.0,43,0.87,0.391
718034058,Existing Customer,40.0,M,4,Graduate,Single,$60K - $80K,Blue,36.0,3,2,2,8529.0,901.0,7628.0,0.764,4252.0,68,0.511,0.106
778919583,Existing Customer,49.0,F,0,Graduate,Married,Less than $40K,Blue,30.0,3,2,0,1604.0,1112.0,,0.618,4253.0,68,0.744,0.693
713850783,Existing Customer,56.0,F,1,College,Married,Unknown,Blue,36.0,6,2,2,4263.0,0.0,4263.0,0.64,4876.0,70,1.188,0.0
814785108,Existing Customer,45.0,F,1,Graduate,Married,Less than $40K,Blue,40.0,5,3,2,2493.0,1655.0,838.0,0.907,4473.0,76,0.9,0.664
809616108,Attrited Customer,38.0,F,2,High School,Single,Less than $40K,Blue,33.0,3,3,3,1568.0,0.0,1568.0,0.611,2812.0,59,0.788,0.0
809378133,Existing Customer,43.0,F,3,Uneducated,Single,Less than $40K,Blue,38.0,6,1,2,1521.0,0.0,1521.0,0.791,4880.0,79,0.549,0.0
779658408,Existing Customer,48.0,M,2,Graduate,Single,$40K - $60K,Blue,31.0,6,3,3,3261.0,1730.0,1531.0,0.682,4242.0,65,0.667,0.531
717954333,Existing Customer,39.0,F,2,Unknown,Single,Less than $40K,Blue,25.0,4,2,1,1781.0,935.0,846.0,0.868,5093.0,77,0.974,0.525
737052258,Existing Customer,62.0,F,1,Unknown,Single,Less than $40K,Blue,55.0,6,1,1,5284.0,2517.0,2767.0,0.674,4525.0,63,0.537,0.476
708108333,Attrited Customer,47.0,F,3,Graduate,Married,Unknown,Blue,36.0,3,3,1,5590.0,0.0,5590.0,0.01,1507.0,32,0.0,0.0
715047333,Existing Customer,57.0,F,1,High School,Married,Unknown,Blue,36.0,5,2,3,1734.0,980.0,754.0,0.639,4313.0,92,0.917,0.565
714390858,Existing Customer,48.0,F,5,Unknown,Single,Unknown,Blue,36.0,4,2,3,7645.0,931.0,6714.0,0.894,5016.0,73,0.622,0.122
717107808,Existing Customer,48.0,F,1,Uneducated,Unknown,$40K - $60K,Blue,39.0,6,4,2,1438.3,1218.0,220.3,0.752,4600.0,76,0.617,0.847
713564208,Existing Customer,34.0,F,1,Graduate,Unknown,Less than $40K,Blue,23.0,4,1,1,2207.0,1527.0,680.0,0.861,4159.0,64,1.133,0.692
720357483,Existing Customer,46.0,F,1,College,Married,Less than $40K,Blue,23.0,5,2,1,1723.0,1010.0,713.0,0.704,4112.0,82,0.864,0.586
803339583,Existing Customer,49.0,F,2,Post-Graduate,Married,Less than $40K,Blue,44.0,4,4,2,1644.0,0.0,1644.0,1.033,4898.0,82,0.783,0.0
708972783,Attrited Customer,48.0,F,4,College,Married,Less than $40K,Blue,37.0,3,2,3,1745.0,0.0,1745.0,0.657,2297.0,44,0.63,0.0
710157108,Existing Customer,42.0,F,3,Graduate,Single,$40K - $60K,Blue,33.0,6,2,3,3376.0,1661.0,1715.0,0.618,4629.0,75,0.923,0.492
721483158,Existing Customer,47.0,M,3,Graduate,Married,$60K - $80K,Blue,29.0,4,3,3,7298.0,0.0,7298.0,0.589,4512.0,72,0.756,0.0
767553333,Attrited Customer,45.0,M,3,Graduate,Single,$80K - $120K,Blue,39.0,1,3,3,8383.0,0.0,8383.0,0.809,2600.0,44,0.517,0.0
710436108,Existing Customer,41.0,M,4,High School,Unknown,$40K - $60K,Blue,29.0,5,4,2,3600.0,746.0,2854.0,0.824,4184.0,61,0.694,0.207
779870883,Existing Customer,45.0,F,4,High School,Single,$40K - $60K,Blue,29.0,3,2,1,4595.0,1781.0,2814.0,0.708,3746.0,68,0.545,0.388
817188408,Existing Customer,57.0,M,0,Uneducated,Divorced,$80K - $120K,Blue,39.0,4,4,3,2795.0,1832.0,963.0,0.839,4679.0,67,0.861,0.655
719723658,Existing Customer,49.0,F,2,Uneducated,Single,Less than $40K,Blue,39.0,6,1,3,1768.0,0.0,1768.0,0.788,4628.0,90,0.837,0.0
806189658,Existing Customer,50.0,F,2,Uneducated,Single,Less than $40K,Blue,45.0,4,2,3,1780.0,893.0,887.0,0.609,4630.0,73,0.587,0.502
789070233,Existing Customer,51.0,F,3,Graduate,Divorced,Less than $40K,Blue,39.0,5,4,3,2987.0,1764.0,1223.0,0.686,4339.0,72,0.6,0.591
712013808,Existing Customer,44.0,F,4,Uneducated,Single,Unknown,Blue,24.0,6,3,2,2717.0,1720.0,997.0,0.869,4196.0,71,0.614,0.633
708602283,Existing Customer,40.0,F,4,Uneducated,Married,Unknown,Blue,36.0,3,3,1,2887.0,0.0,2887.0,0.581,3941.0,82,1.158,0.0
809452383,Existing Customer,37.0,F,2,Graduate,Married,Less than $40K,Blue,32.0,6,1,3,1438.3,0.0,1438.3,0.707,4733.0,89,0.816,0.0
714413283,Existing Customer,46.0,M,3,Unknown,Married,$80K - $120K,Blue,40.0,6,1,1,10879.0,860.0,10019.0,0.974,4629.0,69,0.725,0.079
712407783,Existing Customer,39.0,F,1,Graduate,Single,Less than $40K,Blue,28.0,5,3,3,1809.0,1181.0,628.0,0.656,4452.0,83,0.596,0.653
720062508,Attrited Customer,38.0,F,2,Unknown,Married,$40K - $60K,Blue,28.0,6,2,2,1628.0,0.0,1628.0,0.876,2527.0,41,0.64,0.0
717878883,Existing Customer,45.0,F,3,Unknown,Single,Less than $40K,Blue,36.0,3,4,0,1438.3,0.0,1438.3,0.678,4463.0,71,0.821,0.0
714013983,Attrited Customer,37.0,F,4,Post-Graduate,Married,Less than $40K,Blue,36.0,3,3,3,1586.0,0.0,1586.0,0.497,2109.0,41,0.414,0.0
